사용일자,1호선,3호선,5호선,합계
2020-12-26,9684,3080,4163,16927
2020-12-27,6259,1866,2743,10868
2020-12-28,17061,8900,7576,33537
2020-12-29,16711,8924,7751,33386
2020-12-30,15478,8721,7306,31505
2020-12-31,15408,8504,7203,31115
2021-01-01,4910,1632,2665,9207
2021-01-02,8927,3036,4145,16108
2021-01-03,5928,1887,2903,10718
2021-01-04,16877,8819,7575,33271
2021-01-05,16275,8813,7816,32904
2021-01-06,15701,8894,7755,32350
2021-01-07,14660,8904,7295,30859
2021-01-08,14124,8192,7017,29333
2021-01-09,10443,3670,5296,19409
2021-01-10,6445,2168,3172,11785
2021-01-11,16350,8884,7655,32889
2021-01-12,16990,9184,8282,34456
2021-01-13,17760,9495,8694,35949
2021-01-14,18011,9274,8383,35668
2021-01-15,17902,9070,8570,35542
2021-01-16,13348,4511,6566,24425
2021-01-17,7474,2473,3718,13665
2021-01-18,17201,9482,8538,35221
2021-01-19,16901,9442,8513,34856
2021-01-20,19457,9912,9471,38840
2021-01-21,18420,9698,8901,37019
2021-01-22,19302,9698,9453,38453
2021-01-23,15552,5651,8186,29389
2021-01-24,9047,3270,5183,17500
2021-01-25,19737,9925,9457,39119
2021-01-26,18628,9878,9443,37949
2021-01-27,20393,10331,10077,40801
2021-01-28,17632,9933,9069,36634
2021-01-29,18067,9625,9286,36978
2021-01-30,15372,5632,8147,29151
2021-01-31,9334,3294,5083,17711
2021-02-01,20637,9947,9628,40212
2021-02-02,19569,10143,9649,39361
2021-02-03,20640,10454,10023,41117
2021-02-04,19569,10412,9940,39921
2021-02-05,21542,10417,10769,42728
2021-02-06,16988,6204,9049,32241
2021-02-07,9734,3546,5687,18967
2021-02-08,20602,10403,10040,41045
2021-02-09,20834,10556,10333,41723
2021-02-10,20327,10140,10172,40639
2021-02-11,8243,2970,5056,16269
2021-02-12,5296,2050,3487,10833
2021-02-13,11093,4529,7253,22875
2021-02-14,9277,3710,5637,18624
2021-02-15,20352,10308,9839,40499
2021-02-16,20109,10547,10148,40804
2021-02-17,19400,10504,10142,40046
2021-02-18,19753,10735,10252,40740
2021-02-19,22744,11181,11656,45581
2021-02-20,18618,7239,10905,36762
2021-02-21,11196,4676,6816,22688
2021-02-22,22024,10932,10856,43812
2021-02-23,21154,11042,11116,43312
2021-02-24,21919,11138,11542,44599
2021-02-25,21381,11018,11136,43535
2021-02-26,23193,11495,12371,47059
2021-02-27,19485,7357,11254,38096
2021-02-28,12440,5217,8440,26097
2021-03-01,10291,3580,5678,19549
2021-03-02,20844,10705,9955,41504
2021-03-03,21758,10733,10979,43470
2021-03-04,22122,10860,11122,44104
2021-03-05,23910,11496,12403,47809
2021-03-06,19762,7505,11417,38684
2021-03-07,11449,4522,6906,22877
2021-03-08,22224,10676,10611,43511
2021-03-09,22409,10987,11082,44478
2021-03-10,23349,11339,11568,46256
2021-03-11,22442,11437,11541,45420
2021-03-12,23330,11801,12341,47472
2021-03-13,20479,8040,11937,40456
2021-03-14,11811,4992,7434,24237
2021-03-15,22313,11060,10924,44297
2021-03-16,22185,11148,11359,44692
2021-03-17,23232,11379,11692,46303
2021-03-18,22922,11489,11676,46087
2021-03-19,24825,12212,13203,50240
2021-03-20,18297,7188,10200,35685
2021-03-21,11970,4840,7512,24322
2021-03-22,22226,11104,10946,44276
2021-03-23,22646,11486,11720,45852
2021-03-24,23384,11658,11820,46862
2021-03-25,23751,11717,12037,47505
2021-03-26,25110,12667,13461,51238
2021-03-27,18466,7011,10255,35732
2021-03-28,10778,4286,6609,21673
2021-03-29,21971,11019,10862,43852
2021-03-30,22398,11388,11750,45536
2021-03-31,23234,11529,11989,46752
2021-04-01,23189,11498,12045,46732
2021-04-02,24477,12157,13068,49702
2021-04-03,16029,6401,9263,31693
2021-04-04,11834,4402,7106,23342
2021-04-05,22883,11004,11155,45042
2021-04-06,22915,11304,11910,46129
2021-04-07,22962,11371,11813,46146
2021-04-08,22702,11360,11573,45635
2021-04-09,24058,12382,13008,49448
2021-04-10,20229,7700,12031,39960
2021-04-11,12123,4448,7220,23791
2021-04-12,20573,10623,10185,41381
2021-04-13,21997,11030,11204,44231
2021-04-14,22701,11192,11457,45350
2021-04-15,22755,11496,11545,45796
2021-04-16,22686,11372,11911,45969
2021-04-17,18567,7205,10756,36528
2021-04-18,11380,4269,6745,22394
2021-04-19,22138,11041,10789,43968
2021-04-20,22264,11081,11209,44554
2021-04-21,22883,11135,11531,45549
2021-04-22,22286,11376,11515,45177
2021-04-23,23446,11663,12616,47725
2021-04-24,19712,7283,11399,38394
2021-04-25,11586,4544,7027,23157
2021-04-26,22054,11013,10904,43971
2021-04-27,21591,10949,11357,43897
2021-04-28,22549,11330,11885,45764
2021-04-29,21873,11354,11628,44855
2021-04-30,22675,11682,12573,46930
2021-05-01,18406,7468,10915,36789
2021-05-02,11906,4901,7529,24336
2021-05-03,23374,11335,11658,46367
2021-05-04,21417,11162,11575,44154
2021-05-05,16886,6640,11052,34578
2021-05-06,23362,11877,12209,47448
2021-05-07,22546,11989,12369,46904
2021-05-08,15871,6238,9048,31157
2021-05-09,11660,4807,7549,24016
2021-05-10,21451,11037,10761,43249
2021-05-11,23881,11813,11943,47637
2021-05-12,23579,11583,12382,47544
2021-05-13,23680,11817,12407,47904
2021-05-14,24503,12360,13777,50640
2021-05-15,18816,7641,11221,37678
2021-05-16,8938,3709,5601,18248
2021-05-17,21442,11109,10912,43463
2021-05-18,24851,12524,13794,51169
2021-05-19,17450,7290,11868,36608
2021-05-20,22324,11518,11432,45274
2021-05-21,23938,12164,13016,49118
2021-05-22,20869,8046,12577,41492
2021-05-23,11892,4672,7574,24138
2021-05-24,22625,11308,11657,45590
2021-05-25,22348,11319,11516,45183
2021-05-26,23467,11668,12367,47502
2021-05-27,21096,11268,11218,43582
2021-05-28,22237,11693,12433,46363
2021-05-29,19671,7615,11527,38813
2021-05-30,11955,4769,7322,24046
2021-05-31,21493,10888,10821,43202
2021-06-01,21792,11173,11226,44191
2021-06-02,22614,11269,11759,45642
2021-06-03,21303,10792,11014,43109
2021-06-04,25130,11795,13281,50206
2021-06-05,20479,7999,12171,40649
2021-06-06,11591,4534,6909,23034
2021-06-07,21904,11148,10849,43901
2021-06-08,22201,11095,11369,44665
2021-06-09,21973,11266,11348,44587
2021-06-10,22066,11350,11483,44899
2021-06-11,23187,11567,12271,47025
2021-06-12,19176,7808,11409,38393
2021-06-13,10820,4393,6932,22145
2021-06-14,21835,11085,10969,43889
2021-06-15,21767,11162,11071,44000
2021-06-16,22893,11571,12102,46566
2021-06-17,22814,11423,12002,46239
2021-06-18,23012,12074,12894,47980
2021-06-19,20566,8154,12079,40799
2021-06-20,11470,4802,7604,23876
2021-06-21,22808,11652,11770,46230
2021-06-22,22985,11850,12147,46982
2021-06-23,23077,11805,12456,47338
2021-06-24,23825,11881,12888,48594
2021-06-25,25200,12497,14029,51726
2021-06-26,20297,7786,12460,40543
2021-06-27,12006,4734,7546,24286
2021-06-28,21955,11326,11709,44990
2021-06-29,22162,11599,11912,45673
2021-06-30,22187,11683,12078,45948
2021-07-01,22518,11729,12355,46602
2021-07-02,23214,12056,13341,48611
2021-07-03,17680,7246,9355,34281
2021-07-04,9895,3637,5779,19311
2021-07-05,25286,11090,12239,48615
2021-07-06,24561,11748,12677,48986
2021-07-07,24007,11435,11862,47304
2021-07-08,22637,11054,11258,44949
2021-07-09,22723,11231,11581,45535
2021-07-10,15707,5763,7883,29353
2021-07-11,8909,3369,4906,17184
2021-07-12,20413,10062,9324,39799
2021-07-13,19989,10007,9382,39378
2021-07-14,19546,9883,9315,38744
2021-07-15,19294,9856,9300,38450
2021-07-16,19900,10147,9613,39660
2021-07-17,14442,5046,7236,26724
2021-07-18,8494,3072,4618,16184
2021-07-19,19581,9896,9223,38700
2021-07-20,19943,9926,9400,39269
2021-07-21,19314,9862,9473,38649
2021-07-22,18819,9831,9241,37891
2021-07-23,19954,9918,9616,39488
2021-07-24,14142,4950,7391,26483
2021-07-25,8528,3135,4736,16399
2021-07-26,18946,9881,9279,38106
2021-07-27,19008,10010,9393,38411
2021-07-28,19356,10286,9581,39223
2021-07-29,17222,6774,8549,32545
2021-07-30,17132,6289,8856,32277
2021-07-31,13432,4670,7611,25713
2021-08-01,8604,3034,4954,16592
2021-08-02,15324,5026,7972,28322
2021-08-03,15426,5009,8261,28696
2021-08-04,16405,5244,8562,30211
2021-08-05,20146,10275,10086,40507
2021-08-06,20195,10376,10210,40781
2021-08-07,15198,5755,8481,29434
2021-08-08,9205,3498,5237,17940
2021-08-09,20865,10442,9914,41221
2021-08-10,20893,10462,10389,41744
2021-08-11,20405,10533,10137,41075
2021-08-12,20542,10439,10174,41155
2021-08-13,20877,10642,10589,42108
2021-08-14,17077,6092,8726,31895
2021-08-15,12000,4342,6919,23261
2021-08-16,17283,8316,8314,33913
2021-08-17,20796,10369,10053,41218
2021-08-18,20245,10386,10178,40809
2021-08-19,21130,10622,10278,42030
2021-08-20,21738,10722,10718,43178
2021-08-21,14197,5427,7546,27170
2021-08-22,10842,4141,6047,21030
2021-08-23,19823,10384,9569,39776
2021-08-24,19556,10290,9683,39529
2021-08-25,21226,10826,10419,42471
2021-08-26,21704,10730,10598,43032
2021-08-27,20880,10670,10516,42066
2021-08-28,18681,6623,9800,35104
2021-08-29,11088,3889,6329,21306
2021-08-30,21000,10555,10033,41588
2021-08-31,19124,10302,9586,39012
2021-09-01,20953,10399,10345,41697
2021-09-02,21316,10673,10383,42372
2021-09-03,22157,11186,11271,44614
2021-09-04,18399,7120,10629,36148
2021-09-05,11143,4339,6604,22086
2021-09-06,20605,10402,10053,41060
2021-09-07,19014,10081,9398,38493
2021-09-08,21980,10918,10989,43887
2021-09-09,21890,10807,10973,43670
2021-09-10,22600,11283,11727,45610
2021-09-11,18768,7249,11016,37033
2021-09-12,11431,4684,7019,23134
2021-09-13,21158,10726,10351,42235
2021-09-14,21741,10926,11125,43792
2021-09-15,21964,11142,11487,44593
2021-09-16,22010,11289,11305,44604
2021-09-17,22907,11470,11912,46289
2021-09-18,17183,6258,9797,33238
2021-09-19,10948,4056,6846,21850
2021-09-20,8784,3354,5745,17883
2021-09-21,5910,2631,4277,12818
2021-09-22,10223,4183,6998,21404
2021-09-23,20953,10697,10220,41870
2021-09-24,22435,11301,11619,45355
2021-09-25,18334,6840,10366,35540
2021-09-26,10934,4271,6670,21875
2021-09-27,21178,10615,10113,41906
2021-09-28,21288,10631,10438,42357
2021-09-29,19421,10666,9966,40053
2021-09-30,21888,11083,10849,43820
2021-10-01,22445,11863,11673,45981
2021-10-02,19652,7418,11367,38437
2021-10-03,12486,5387,8460,26333
2021-10-04,16211,8690,8557,33458
2021-10-05,21768,10933,10351,43052
2021-10-06,21005,10860,10644,42509
2021-10-07,21948,10913,10878,43739
2021-10-08,22391,11640,12096,46127
2021-10-09,19163,7591,11417,38171
2021-10-10,11467,4948,8104,24519
2021-10-11,18336,9271,9834,37441
2021-10-12,22281,10968,10805,44054
2021-10-13,22649,10926,11207,44782
2021-10-14,22616,11175,11372,45163
2021-10-15,23334,11337,12306,46977
2021-10-16,20260,7757,11825,39842
2021-10-17,11082,4459,6918,22459
2021-10-18,21086,10762,10467,42315
2021-10-19,21863,10980,10827,43670
2021-10-20,27008,11396,13505,51909
2021-10-21,22670,11424,11569,45663
2021-10-22,24135,12129,13002,49266
2021-10-23,21555,8448,12884,42887
2021-10-24,12196,4874,8069,25139
2021-10-25,22384,11016,11200,44600
2021-10-26,23018,11360,11667,46045
2021-10-27,22999,11481,12050,46530
2021-10-28,22696,11528,12113,46337
2021-10-29,24262,12014,13649,49925
2021-10-30,21596,8551,13835,43982
2021-10-31,13106,5425,8706,27237
2021-11-01,22213,11205,11236,44654
2021-11-02,22814,11405,12077,46296
2021-11-03,23669,11627,12666,47962
2021-11-04,23616,11564,12423,47603
2021-11-05,25529,12622,14663,52814
2021-11-06,23079,9423,14644,47146
2021-11-07,13450,5353,8803,27606
2021-11-08,20053,10666,10227,40946
2021-11-09,22188,11317,11174,44679
2021-11-10,23399,11695,12527,47621
2021-11-11,24087,11744,12943,48774
2021-11-12,25218,12431,14472,52121
2021-11-13,27226,10292,16855,54373
2021-11-14,13025,5021,8273,26319
2021-11-15,22974,11213,11678,45865
2021-11-16,23383,11561,12242,47186
2021-11-17,23317,11718,12663,47698
2021-11-18,23183,11489,12379,47051
2021-11-19,25459,12591,14212,52262
2021-11-20,22251,8578,13142,43971
2021-11-21,12279,5021,7671,24971
2021-11-22,21767,11139,11439,44345
2021-11-23,21997,11217,11743,44957
2021-11-24,21923,11381,12403,45707
2021-11-25,23486,11454,12494,47434
2021-11-26,24606,12245,14044,50895
2021-11-27,21929,8468,13259,43656
2021-11-28,12648,4869,7840,25357
2021-11-29,21712,11219,11619,44550
2021-11-30,19290,10686,10531,40507
2021-12-01,21750,11204,11848,44802
2021-12-02,21737,10985,11790,44512
2021-12-03,23562,11943,12966,48471
2021-12-04,20515,7549,12100,40164
2021-12-05,11530,4422,7112,23064
2021-12-06,21320,10792,10813,42925
2021-12-07,21795,10998,11245,44038
2021-12-08,21774,11022,11363,44159
2021-12-09,21378,10817,11297,43492
2021-12-10,22349,11625,12312,46286
2021-12-11,19606,7086,11246,37938
2021-12-12,10838,4287,7023,22148
2021-12-13,19797,10353,10224,40374
2021-12-14,20894,10630,10791,42315
2021-12-15,21315,11141,11345,43801
2021-12-16,21765,11093,11503,44361
2021-12-17,21559,12066,12515,46140
2021-12-18,16091,6872,9758,32721
2021-12-19,10022,4477,6450,20949
2021-12-20,21537,10980,10609,43126
2021-12-21,21736,11279,11461,44476
2021-12-22,21967,11565,11992,45524
2021-12-23,22758,11698,12134,46590
2021-12-24,22726,12512,13584,48822
2021-12-25,14395,7265,11140,32800
2021-12-26,8516,3942,5756,18214
2021-12-27,19724,10785,10650,41159
2021-12-28,21412,11415,11552,44379
2021-12-29,22146,11701,12091,45938
2021-12-30,22260,11706,12056,46022
2021-12-31,21035,11171,12009,44215
2022-01-01,9630,4181,6625,20436
2022-01-02,10036,3936,6228,20200
2022-01-03,21718,10182,10692,42592
2022-01-04,22267,10847,11225,44339
2022-01-05,22268,11197,11534,44999
2022-01-06,22827,11284,11781,45892
2022-01-07,23798,11907,12744,48449
2022-01-08,18898,7684,11421,38003
2022-01-09,11030,4578,7081,22689
2022-01-10,22972,11436,11332,45740
2022-01-11,21952,11363,11648,44963
2022-01-12,21411,11314,11651,44376
2022-01-13,21882,11367,11870,45119
2022-01-14,23082,11880,12705,47667
2022-01-15,19468,7692,11558,38718
2022-01-16,11091,4792,7461,23344
2022-01-17,22259,11330,11549,45138
2022-01-18,21806,11416,11981,45203
2022-01-19,21803,11623,12145,45571
2022-01-20,22768,11636,11971,46375
2022-01-21,24562,12153,13051,49766
2022-01-22,20115,7936,12108,40159
2022-01-23,11686,4843,7680,24209
2022-01-24,22725,11526,11798,46049
2022-01-25,22412,11486,11957,45855
2022-01-26,23461,11847,12335,47643
2022-01-27,22290,11563,11888,45741
2022-01-28,22454,11592,12203,46249
2022-01-29,15986,5985,9004,30975
2022-01-30,9841,3793,6262,19896
2022-01-31,7556,2776,4837,15169
2022-02-01,5363,2478,4035,11876
2022-02-02,9097,3746,6246,19089
2022-02-03,20138,10519,10135,40792
2022-02-04,22179,11381,11316,44876
2022-02-05,16424,6407,9524,32355
2022-02-06,9499,3857,5845,19201
2022-02-07,21276,10827,10673,42776
2022-02-08,21501,11047,10945,43493
2022-02-09,21924,11151,11069,44144
2022-02-10,21759,11284,11288,44331
2022-02-11,23043,11869,11939,46851
2022-02-12,18690,6884,10321,35895
2022-02-13,11007,4464,6937,22408
2022-02-14,21188,10952,10721,42861
2022-02-15,20516,11042,10422,41980
2022-02-16,19675,10630,10376,40681
2022-02-17,19944,10649,10243,40836
2022-02-18,22175,11301,11491,44967
2022-02-19,18508,6895,10410,35813
2022-02-20,9589,3904,6027,19520
2022-02-21,20250,10616,10344,41210
2022-02-22,20056,10743,10372,41171
2022-02-23,19509,10737,10553,40799
2022-02-24,20489,10929,10721,42139
2022-02-25,21836,11186,11859,44881
2022-02-26,17194,6588,9712,33494
2022-02-27,10969,4413,7037,22419
2022-02-28,21630,11156,11591,44377
2022-03-01,14533,5498,8635,28666
2022-03-02,19803,10484,10066,40353
2022-03-03,20259,10412,10413,41084
2022-03-04,20647,10831,11231,42709
2022-03-05,17189,6655,10406,34250
2022-03-06,10292,3922,6221,20435
2022-03-07,20146,10251,9984,40381
2022-03-08,21367,10776,11337,43480
2022-03-09,14513,5973,8611,29097
2022-03-10,20128,10386,10168,40682
2022-03-11,21631,11140,11205,43976
2022-03-12,17576,6969,10548,35093
2022-03-13,8862,3668,5458,17988
2022-03-14,18284,9855,9258,37397
2022-03-15,20370,10305,10044,40719
2022-03-16,20198,10278,10347,40823
2022-03-17,19739,10119,10148,40006
2022-03-18,20341,10708,11203,42252
2022-03-19,15486,6390,9510,31386
2022-03-20,10641,4292,6742,21675
2022-03-21,19631,10090,9895,39616
2022-03-22,19938,10407,10132,40477
2022-03-23,19443,10490,10339,40272
2022-03-24,19786,10380,10572,40738
2022-03-25,21496,11212,12268,44976
2022-03-26,17154,6740,10873,34767
2022-03-27,11911,4306,7732,23949
2022-03-28,20317,10178,10582,41077
2022-03-29,20418,10369,10854,41641
2022-03-30,19682,10270,10631,40583
2022-03-31,21049,10674,10946,42669
2022-04-01,22331,11774,12940,47045
2022-04-02,19713,8160,12845,40718
2022-04-03,11841,4890,7704,24435
2022-04-04,20757,10695,10716,42168
2022-04-05,21360,10858,11359,43577
2022-04-06,21607,11006,11651,44264
2022-04-07,22044,10949,11520,44513
2022-04-08,23356,11964,13769,49089
2022-04-09,20361,8018,13361,41740
2022-04-10,12561,4923,8531,26015
2022-04-11,21452,10951,11203,43606
2022-04-12,21619,11121,11257,43997
2022-04-13,22707,11122,11328,45157
2022-04-14,21759,11264,11864,44887
2022-04-15,24349,12415,13899,50663
2022-04-16,21699,8282,13449,43430
2022-04-17,13064,5092,7772,25928
2022-04-18,21690,11234,11488,44412
2022-04-19,22355,11503,11983,45841
2022-04-20,23016,11566,12359,46941
2022-04-21,23867,11769,13229,48865
2022-04-22,23825,12162,13816,49803
2022-04-23,22793,8900,13859,45552
2022-04-24,12957,5147,7896,26000
2022-04-25,22181,11239,11413,44833
2022-04-26,22982,11505,12551,47038
2022-04-27,23949,11879,13050,48878
2022-04-28,24207,12030,13259,49496
2022-04-29,25791,13247,15258,54296
2022-04-30,29355,11056,17258,57669
2022-05-01,15697,6200,9990,31887
2022-05-02,23165,11481,12612,47258
2022-05-03,24076,12001,13103,49180
2022-05-04,26215,13498,15745,55458
2022-05-05,19653,8267,13783,41703
2022-05-06,25720,13347,15563,54630
2022-05-07,20529,8632,12967,42128
2022-05-08,11781,4887,7431,24099
2022-05-09,24010,11755,12517,48282
2022-05-10,24331,12243,13077,49651
2022-05-11,24969,12284,13987,51240
2022-05-12,25395,12364,13967,51726
2022-05-13,27432,13747,16297,57476
2022-05-14,25944,10519,16171,52634
2022-05-15,14882,6321,9644,30847
2022-05-16,24377,11931,13032,49340
2022-05-17,24737,12232,13546,50515
2022-05-18,24083,12551,13747,50381
2022-05-19,25236,12532,14473,52241
2022-05-20,27749,14162,16758,58669
2022-05-21,25825,10902,16594,53321
2022-05-22,14882,6400,9726,31008
2022-05-23,23587,11928,12676,48191
2022-05-24,24481,12219,13070,49770
2022-05-25,24595,12344,13754,50693
2022-05-26,25240,12453,13981,51674
2022-05-27,27274,13738,15972,56984
2022-05-28,25267,10311,15953,51531
2022-05-29,14545,5677,8765,28987
2022-05-30,22892,11640,12251,46783
2022-05-31,25876,13380,14968,54224
2022-06-01,18271,8239,11081,37591
2022-06-02,24028,12137,12843,49008
2022-06-03,26557,13388,15060,55005
2022-06-04,23634,9785,14365,47784
2022-06-05,15425,6774,10718,32917
2022-06-06,15798,5900,9008,30706
2022-06-07,24553,11981,12732,49266
2022-06-08,24530,12103,13434,50067
2022-06-09,24955,12200,13299,50454
2022-06-10,26919,13651,15169,55739
2022-06-11,25353,10173,15009,50535
2022-06-12,14906,5844,8812,29562
2022-06-13,23891,11665,12601,48157
2022-06-14,24460,12130,13067,49657
2022-06-15,24609,12658,13299,50566
2022-06-16,25805,12516,13736,52057
2022-06-17,27365,13563,15879,56807
2022-06-18,25237,10350,15457,51044
2022-06-19,14477,5681,8516,28674
2022-06-20,24120,12067,12553,48740
2022-06-21,24735,12561,13651,50947
2022-06-22,25241,12652,14268,52161
2022-06-23,22423,11992,12652,47067
2022-06-24,27395,13516,15718,56629
2022-06-25,25331,9872,15240,50443
2022-06-26,13603,5351,8001,26955
2022-06-27,22491,11706,11926,46123
2022-06-28,22889,11724,12415,47028
2022-06-29,22601,11954,12626,47181
2022-06-30,20655,11598,11622,43875
2022-07-01,26092,13390,14831,54313
2022-07-02,23944,10154,14614,48712
2022-07-03,13302,5440,7962,26704
2022-07-04,24736,11924,12547,49207
2022-07-05,24600,12052,13186,49838
2022-07-06,25075,12405,13352,50832
2022-07-07,24293,12308,13011,49612
2022-07-08,27060,13310,15029,55399
2022-07-09,22485,9173,13305,44963
2022-07-10,12767,5612,8058,26437
2022-07-11,24204,11893,12406,48503
2022-07-12,24697,12355,13144,50196
2022-07-13,21122,11849,12011,44982
2022-07-14,25379,12371,13905,51655
2022-07-15,26574,13444,15332,55350
2022-07-16,22923,9600,13339,45862
2022-07-17,13043,5477,8242,26762
2022-07-18,24010,11980,12545,48535
2022-07-19,24237,12261,13081,49579
2022-07-20,24767,12538,13441,50746
2022-07-21,24492,12259,13226,49977
2022-07-22,26412,13083,14838,54333
2022-07-23,22632,8746,13139,44517
2022-07-24,13103,5330,7940,26373
2022-07-25,24172,12057,12614,48843
2022-07-26,23811,12321,13148,49280
2022-07-27,23841,12495,13346,49682
2022-07-28,23701,12545,13154,49400
2022-07-29,24498,13109,14307,51914
2022-07-30,19222,8063,11675,38960
2022-07-31,11444,5035,7207,23686
2022-08-01,18539,6779,10706,36024
2022-08-02,17958,6722,10724,35404
2022-08-03,19068,7252,10958,37278
2022-08-04,23869,12285,13198,49352
2022-08-05,24557,12866,13914,51337
2022-08-06,20031,7944,11585,39560
2022-08-07,12064,5063,7214,24341
2022-08-08,20913,11228,10558,42699
2022-08-09,18829,10660,10023,39512
2022-08-10,23458,12095,12687,48240
2022-08-11,23142,12021,12626,47789
2022-08-12,25653,13495,15239,54387
2022-08-13,19288,7819,11313,38420
2022-08-14,13721,6218,9678,29617
2022-08-15,15589,5581,9207,30377
2022-08-16,23847,12102,12584,48533
2022-08-17,23999,12014,12875,48888
2022-08-18,24437,12135,13361,49933
2022-08-19,24420,12818,13981,51219
2022-08-20,21905,8981,13280,44166
2022-08-21,12957,5358,8379,26694
2022-08-22,23195,11894,12165,47254
2022-08-23,23818,12012,12898,48728
2022-08-24,23712,12290,13685,49687
2022-08-25,23997,12332,13459,49788
2022-08-26,26427,13146,15079,54652
2022-08-27,24527,9584,15078,49189
2022-08-28,14418,5676,9130,29224
2022-08-29,22152,11811,11813,45776
2022-08-30,20692,11695,11796,44183
2022-08-31,23990,12387,13402,49779
2022-09-01,25170,12225,13272,50667
2022-09-02,26575,13397,15482,55454
2022-09-03,23999,10096,15849,49944
2022-09-04,12005,4818,7327,24150
2022-09-05,19028,10834,10077,39939
2022-09-06,22947,11693,12361,47001
2022-09-07,25539,12555,13372,51466
2022-09-08,24599,12495,13892,50986
2022-09-09,12200,5363,8399,25962
2022-09-10,10362,4509,7471,22342
2022-09-11,14523,6322,10368,31213
2022-09-12,15917,5996,10249,32162
2022-09-13,23694,11484,11576,46754
2022-09-14,24161,11913,12835,48909
2022-09-15,25161,12392,13375,50928
2022-09-16,27632,13724,15664,57020
2022-09-17,26089,10176,15969,52234
2022-09-18,15121,5857,9283,30261
2022-09-19,23860,12167,12772,48799
2022-09-20,25575,12311,13623,51509
2022-09-21,25355,12627,14007,51989
2022-09-22,25828,12631,14372,52831
2022-09-23,27730,13779,16503,58012
2022-09-24,27332,11053,17213,55598
2022-09-25,15680,6146,10070,31896
2022-09-26,24304,12076,13132,49512
2022-09-27,25286,12370,13623,51279
2022-09-28,25691,12560,14033,52284
2022-09-29,25533,12726,13944,52203
2022-09-30,27558,13765,16280,57603
2022-10-01,25549,10147,16239,51935
2022-10-02,16383,7305,12150,35838
2022-10-03,15667,5619,9208,30494
2022-10-04,24244,12002,12932,49178
2022-10-05,25508,12597,14349,52454
2022-10-06,26093,12217,14498,52808
2022-10-07,28011,13947,16467,58425
2022-10-08,27137,10941,18048,56126
2022-10-09,15045,6520,10800,32365
2022-10-10,18193,6421,10976,35590
2022-10-11,25047,12264,13310,50621
2022-10-12,25483,12655,14140,52278
2022-10-13,26095,12702,14336,53133
2022-10-14,27751,13851,16282,57884
2022-10-15,26285,10488,16460,53233
2022-10-16,15048,6009,9548,30605
2022-10-17,24912,12059,12715,49686
2022-10-18,24876,12326,13847,51049
2022-10-19,25444,12562,14104,52110
2022-10-20,26309,12984,14379,53672
2022-10-21,28140,13925,16938,59003
2022-10-22,28082,10829,17493,56404
2022-10-23,15964,6107,10338,32409
2022-10-24,24226,11888,12765,48879
2022-10-25,25194,12310,13694,51198
2022-10-26,25793,12778,14684,53255
2022-10-27,26220,12919,14708,53847
2022-10-28,28542,13995,17106,59643
2022-10-29,28323,11354,18422,58099
2022-10-30,15538,6235,10280,32053
2022-10-31,23684,12025,13036,48745
2022-11-01,24126,12265,13554,49945
2022-11-02,24962,12333,14080,51375
2022-11-03,24588,12334,14020,50942
2022-11-04,26993,13438,16238,56669
2022-11-05,25687,10261,16813,52761
2022-11-06,16268,6086,10354,32708
2022-11-07,23137,11148,12851,47136
2022-11-08,24743,11974,13636,50353
2022-11-09,25191,12498,13734,51423
2022-11-10,25584,12488,13250,51322
2022-11-11,28189,13580,16351,58120
2022-11-12,25107,9748,15727,50582
2022-11-13,14668,5661,9551,29880
2022-11-14,23616,11915,12671,48202
2022-11-15,24298,12057,13345,49700
2022-11-16,25112,12396,14141,51649
2022-11-17,25450,12543,14379,52372
2022-11-18,27523,13759,16508,57790
2022-11-19,26753,10329,16560,53642
2022-11-20,15258,5814,9911,30983
2022-11-21,23840,11802,12746,48388
2022-11-22,24108,11903,13256,49267
2022-11-23,24702,12399,13940,51041
2022-11-24,24905,12419,14011,51335
2022-11-25,27452,13690,16311,57453
2022-11-26,26796,10186,16740,53722
2022-11-27,15368,5877,9695,30940
2022-11-28,21649,11343,11834,44826
2022-11-29,23304,12193,12975,48472
2022-11-30,22636,12246,12894,47776
2022-12-01,22222,11658,13048,46928
2022-12-02,25613,13273,15220,54106
2022-12-03,25154,9767,15127,50048
2022-12-04,13930,5711,8920,28561
2022-12-05,22756,11664,12289,46709
2022-12-06,23310,11865,13104,48279
2022-12-07,24711,12380,14064,51155
2022-12-08,25630,12498,14720,52848
2022-12-09,28387,13639,16514,58540
2022-12-10,29260,10394,17041,56695
2022-12-11,15711,5987,10189,31887
2022-12-12,23961,11855,12809,48625
2022-12-13,25268,12538,14847,52653
2022-12-14,22707,12116,13856,48679
2022-12-15,24595,13176,14434,52205
2022-12-16,26905,13908,16994,57807
2022-12-17,27735,10805,16741,55281
2022-12-18,13687,5548,9144,28379
2022-12-19,22829,11833,13304,47966
2022-12-20,26025,12873,15025,53923
2022-12-21,25176,13221,15304,53701
2022-12-22,25098,13424,15428,53950
2022-12-23,24888,14022,17098,56008
2022-12-24,21792,9387,14772,45951
2022-12-25,15127,7229,11952,34308
2022-12-26,24409,12786,14589,51784
2022-12-27,26711,13318,15617,55646
2022-12-28,26072,13445,16379,55896
2022-12-29,26596,13563,16338,56497
2022-12-30,28038,14312,16948,59298
